Gene	TCGA.A7.A0CE.01	TCGA.A7.A0CH.01	TCGA.A7.A0D9.01	TCGA.A7.A0DB.01	TCGA.A7.A0DC.01	TCGA.A7.A13E.01	TCGA.A7.A13F.01	TCGA.A7.A13G.01	TCGA.AC.A23H.01	TCGA.AC.A2FB.01	TCGA.A7.A0CE.11	TCGA.A7.A0CH.11	TCGA.A7.A0D9.11	TCGA.A7.A0DB.11	TCGA.A7.A0DC.11	TCGA.A7.A13E.11	TCGA.A7.A13F.11	TCGA.A7.A13G.11	TCGA.AC.A23H.11	TCGA.AC.A2FB.11
CHST3	10.8999	8.2381	8.0956	8.6028	6.0044	9.6863	8.4594	7.7403	8.3823	9.469	10.996	10.4683	11.3461	9.9959	11.1979	10.77	11.2437	9.4721	10.4067	10.7948
CHST2	7.7702	5.4071	5.9716	6.183	6.1603	9.0326	5.7975	5.2528	5.5307	7.5525	8.2336	8.3684	7.859	8.0689	7.7412	8.1984	8.1308	7.6012	7.6917	8.4639
CHST5	3.0262	2.3053	3.7402	1.5496	3.6971	4.5692	0.8506	1.7803	1.6298	1.5709	3.0023	2.4708	0.5987	1.8492	3.245	1.7883	2.8714	1.1663	1.4798	2.6923
CHST4	4.6083	1.4565	0.8666	1.5439	0	2.8886	0.4871	0.3438	0	3.8371	3.809	3.7853	2.1904	0.5998	3.3007	1.9736	2.5703	0.4923	3.508	4.612
CHST7	5.6386	4.7638	4.4859	5.8217	6.6945	5.5969	5.0674	4.9479	4.3673	5.9224	7.1589	7.6382	7.7743	8.0854	6.7322	6.9133	7.1543	6.8989	6.8428	7.4668
CHST6	6.9311	5.8721	5.7357	4.2193	2.829	8.6325	3.7495	4.8025	7.2939	4.1584	4.6512	2.4629	1.8261	3.6843	2.9981	3.6114	4.0632	1.6009	4.1552	3.5637
ITGAX	7.589	7.7046	6.9601	9.8578	4.7522	8.0092	8.3412	7.1659	7.6357	9.1538	7.7628	9.1056	8.8981	8.2988	6.8299	7.241	6.7105	5.973	6.8383	7.6312
OR8J1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCL2A1	7.7946	4.3355	4.4319	7.5923	2.2214	5.1005	3.9123	3.7123	5.0503	6.6881	5.5261	6.7322	6.5337	5.2127	4.3626	4.8485	4.245	3.3142	3.97	4.8858
GPSM2	10.3742	8.6709	8.7936	8.5231	8.2349	9.6551	10.3147	8.4998	9.5847	8.3801	8.7584	7.392	7.8887	9.5669	8.1613	7.8866	8.0791	7.1822	8.8814	8.2695
HLCS	10.0958	9.8671	10.0018	10.1142	10.2545	11.0073	10.564	10.598	9.5223	9.3586	9.6717	9.3109	9.3716	9.1834	9.8786	9.5029	9.5975	9.3326	9.5745	9.2517
NOG	1.7541	2.829	1.1603	2.67	0.3844	0.513	1.7696	0.3438	3.127	1.7089	3.3514	2.8864	2.0197	2.4955	0.9501	1.5615	2.5703	2.7427	2.4043	3.5266
LIPG	4.0818	4.2052	3.2699	3.887	3.0578	5.5319	3.9503	3.7416	1.3149	7.0118	5.6947	4.8307	3.023	3.4994	5.5728	5.9425	6.1508	2.5558	7.6174	6.0032
ITGAV	10.2817	12.5996	11.8427	11.9678	10.6706	11.1672	11.9376	12.2839	13.5145	11.5631	11.1524	11.7753	12.2768	12.4046	12.0787	12.3214	11.6871	11.834	11.8719	11.4656
HIBCH	8.993	9.1987	9.0364	8.8079	8.9215	8.6479	9.6557	9.5891	9.5035	8.2652	9.6621	9.5439	9.9731	9.2618	9.2216	9.8648	9.833	11.0107	9.5192	9.1599
ZNF703	7.0391	9.3218	12.1625	8.8468	12.5169	7.713	10.0072	10.2261	7.0106	10.1126	8.8496	8.4896	6.8398	7.1729	10.4711	7.9506	7.8427	6.8232	7.3839	8.2822
ITGAL	6.4391	8.0203	6.9017	8.4292	9.6618	6.6075	7.9588	7.9805	6.2976	10.9563	8.423	9.1416	8.2645	7.684	8.1466	8.0966	8.0476	7.1259	7.8114	8.7794
ITGAM	6.668	10.6563	6.3521	9.5391	5.0862	7.6743	8.2622	8.7702	7.3156	9.0006	8.0314	9.6798	9.6491	10.8195	8.356	9.1995	8.6797	8.2126	8.1751	9.1222
LOC286359	0	0	0.4974	0	0	0	0.4871	0.3438	0	0	0	0	0	0	0	0	0	0	0	0
HLF	6.024	5.2002	7.8831	7.244	5.0862	5.5842	5.0324	6.4928	5.3842	9.3522	10.4526	9.0997	9.9547	9.0068	9.701	9.1959	10.9515	12.013	11.4882	10.7274
NOV	6.489	8.0179	6.3738	7.7623	5.3573	5.3921	5.787	4.3485	5.0109	7.5248	8.8762	8.218	7.9509	10.0183	9.6806	9.2007	8.5071	8.1333	8.9454	9.5055
FAM134C	10.8217	11.196	11.4595	11.2071	11.9017	10.726	11.8676	11.2545	10.3563	11.5165	10.9793	11.2169	10.8849	10.7607	10.9745	10.7748	10.851	10.9143	10.9034	11.0043
FAM134B	10.3205	10.2092	9.6778	10.3725	12.1943	9.1149	10.0417	10.6937	8.931	9.1951	9.2924	9.3152	9.531	9.4036	10.6453	9.2719	9.0522	10.0337	9.638	9.302
FAM134A	10.3819	11.5561	11.3063	11.5103	11.7916	11.1146	12.0633	11.4911	11.7497	11.666	11.3323	11.6267	11.3345	11.2418	11.2797	11.2282	11.3295	11.2971	11.5104	11.4731
SERPING1	12.3816	11.5494	11.5074	12.5073	8.4114	11.0723	11.2649	10.8415	11.0709	12.7715	13.9301	14.0671	14.503	14.6481	13.6216	14.3709	13.9123	13.9173	14.7629	14.6648
SMAD9	6.3875	3.6753	3.9067	4.0627	1.3371	4.5627	3.9873	3.1814	3.9338	5.8754	5.1148	5.0916	6.4438	6.6656	5.9979	6.2412	6.1416	7.0349	6.2506	6.1509
TRERF1	6.7338	9.4746	9.0666	9.4151	10.1941	7.8555	9.9908	9.1998	9.5717	9.3938	7.8626	7.8364	8.3115	9.2386	8.9713	8.2032	8.2779	8.5653	8.0286	8.0564
LOC653501	7.2847	7.8507	7.824	7.7236	7.7482	8.0974	7.85	8.3957	6.2589	7.6348	7.9797	7.4861	8.0732	7.2963	7.9211	8.0282	7.8899	8.0495	8.2533	7.7668
LRPAP1	11.8528	10.6821	10.9471	11.2231	11.0825	9.9463	11.8643	11.448	10.9426	10.7144	11.6553	11.5332	11.1619	10.93	10.7408	10.3419	10.5936	10.0696	9.9802	10.957
LQK1	3.83	5.7948	4.7067	4.4643	4.4436	6.1677	5.8386	2.4073	3.3113	4.5663	3.2101	5.2136	4.7531	4.6271	4.6571	5.5353	4.5237	2.2203	0.7787	4.576
SMAD6	6.0389	5.737	8.2063	6.6474	5.6216	5.3322	5.7552	4.9479	6.2645	6.2271	6.4223	7.8854	8.2233	8.0634	6.6067	8.0362	7.4156	7.78	5.975	6.9679
SMAD7	8.5505	9.0886	9.2338	8.8647	9.8511	10.3951	8.1787	9.088	9.118	9.0943	8.8296	9.6897	9.9248	9.4889	9.1989	9.525	9.8847	9.4975	8.619	9.1943
GOLPH3L	10.7551	11.2414	9.6087	11.1979	10.1228	9.4653	10.2859	11.842	9.5535	10.4739	9.8848	9.9211	9.7283	9.5166	9.6864	9.7329	9.7949	9.7904	10.5225	10.1186
SMAD1	9.7641	10.2665	9.5857	9.832	9.3314	9.5015	9.7992	9.8653	11.0337	9.9785	8.796	9.6224	9.6363	9.3992	9.2461	9.807	9.6124	9.8244	10.376	10.1752
AFTPH	10.1588	11.4981	11.7238	10.904	12.4345	11.0518	11.1848	11.7379	11.2938	11.0716	10.3622	10.2162	9.8638	9.822	11.0752	10.182	10.2666	10.1169	10.6865	10.4448
SMAD3	9.0958	9.3673	12.6375	9.69	11.3996	9.0384	10.1694	9.7542	9.7072	11.2516	10.2365	10.8612	10.8638	11.2826	10.9256	10.7464	11.0617	10.6804	11.2536	11.0467
MUS81	8.445	8.5961	8.7089	8.4499	8.1263	8.7516	7.1575	8.6897	9.0047	8.3263	9.195	8.8177	8.0261	8.3012	7.6537	8.2127	8.6052	8.108	8.1715	8.6076
AMMECR1L	9.319	9.6176	10.1138	9.3623	9.8439	9.7056	9.3717	9.5942	10.3292	9.5916	9.5572	9.5086	9.8182	9.5888	9.9208	9.7321	9.8373	10.074	9.6328	9.6828
IL1RAPL1	0.7467	0	0.4974	0	0.6876	0.513	0	0	0	1.1996	0.7092	0	2.0197	1.0221	1.518	1.5615	2.3338	1.6009	1.6539	0.9275
TMPRSS11B	0	0	1.6128	0	0	0	0	0	0	2.1909	0.3978	0	0	0	0	0	0	0	0	0
IGF2R	12.7554	11.9822	11.5319	12.0226	11.5023	12.3416	11.0096	12.0105	12.8538	11.7876	11.4563	11.9083	12.7522	12.5745	12.0379	12.2547	11.9842	12.5433	11.637	11.6989
TMPRSS11D	0.4212	0.5222	4.7734	0	0.3844	0	0	0.3438	0.3758	0.4051	2.1674	3.2706	3.668	3.3615	2.3768	0	0	0	0	0
TMPRSS11F	1.0122	1.4565	1.6128	0.468	0	0	0	0.3438	1.6243	0.4051	0	1.7034	1.6025	1.0221	0.9501	0	0	0	0.4413	0
ZC3H10	7.4421	8.2381	7.2252	7.882	8.3958	7.5905	7.1371	7.6866	7.2295	7.5069	7.9393	7.9461	7.5299	7.8152	7.5923	7.5832	7.7465	7.2998	7.572	7.712
RAD21L1	0	0	0.4974	0.468	0	0	0	0.3438	4.8565	0.4051	0	0	0	1.3485	0	0	0	0	0	0
IL1RAPL2	1.0122	1.4565	2.1022	3.887	0.3844	0	1.9302	0.8538	6.5475	5.3531	4.0492	2.811	0	0.5998	2.8192	1.5615	3.3826	1.3933	5.129	4.5392
SLC36A3	0	0	0	0	0	0	0	0	0	0	0	0	0.5938	0	0	0	0	0	0	0
CKS1B	11.2183	9.7069	7.3174	9.8908	8.7	10.5907	9.8979	9.7591	9.6139	8.7511	8.8073	9.187	9.1425	8.9096	8.7456	8.9131	9.0288	9.4746	9.48	9.116
SLC36A1	7.1362	7.8343	8.1799	8.5269	6.2954	8.4042	7.4831	7.5442	8.9854	7.9786	7.7817	8.0336	8.4313	10.0439	8.278	8.5365	8.1028	8.614	8.4595	8.131
ST13	11.6852	12.2178	12.8967	11.6858	12.8383	11.6673	12.7887	12.1148	13.294	12.4577	12.524	12.5933	12.9798	12.625	12.7474	12.336	12.5257	12.9897	12.9712	12.7164
RPL31P11	0.4212	2.5354	1.4042	1.5439	1.7834	0.513	1.5888	1.2298	2.0953	2.0847	2.6774	2.1326	2.1904	3.209	3.1573	1.9736	2.1992	3.1912	2.4987	2.0025
C14orf115	0	0	0	0	0.3844	3.4359	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZC3H15	10.3657	10.5641	10.9522	10.4689	10.3768	10.1097	10.3675	10.4618	11.2243	10.5693	10.3369	9.9444	10.3498	10.2275	10.0709	10.157	10.1932	10.251	10.3501	10.1194
TMEM213	4.6083	6.212	1.9567	1.7221	8.3068	10.9496	3.9873	6.3352	0	4.9827	5.5199	3.7044	3.023	1.3485	5.4085	4.3239	6.533	0.8586	5.3476	5.898
C14orf118	6.9311	7.8037	8.2789	7.6811	7.8414	7.1271	6.7686	7.681	7.8903	7.8669	7.1875	7.2355	7.942	7.7091	7.9459	7.7945	8.1354	8.2746	8.0772	7.5079
ARTN	4.2194	4.1353	7.0116	4.7373	6.5232	3.4917	9.5569	5.3607	0.3758	3.333	4.4563	3.6622	1.0131	3.0385	4.3626	1.9736	3.0329	0.8586	2.4987	3.1404
ART1	0	0	2.4669	0	0	0.513	1.1406	0.3438	1.7572	1.1996	0	0	0	0.5998	0.5519	0	0	0	0	0.3793
HRH3	0	0	4.7734	0	1.7834	0.8907	0	0	0.3758	0	0	0.8092	0	0	0	0	0.5351	0.8586	0.7787	0.3793
ART3	8.5699	0	0.4974	0.468	0	9.6135	0	1.0539	0.3758	1.97	2.2659	1.7034	1.8261	2.0331	1.7355	2.7771	1.8853	1.1506	3.1492	2.6808
HERC2P2	8.2009	8.4272	8.1738	8.6212	10.2264	6.7516	8.0469	9.6299	8.2657	8.599	10.9214	9.2737	9.3616	10.6119	10.2762	10.8832	10.2363	11.2523	9.272	9.6561
ART5	1.6013	2.1664	2.9998	3.115	4.2718	1.9961	3.1751	2.253	1.1311	2.773	5.3236	4.4387	2.1904	2.8451	3.3007	2.5556	3.5018	2.7427	3.508	4.612
ART4	0.7467	0	1.6128	1.3407	0.9379	1.6486	0.8506	0	0.3758	3.2858	4.0766	4.4387	2.9296	4.1289	4.879	5.1555	4.344	4.9773	5.5036	5.2009
RNF111	9.4967	9.9102	9.9837	9.5182	9.4054	9.1115	9.8801	9.7546	9.5443	9.8405	9.1465	9.0767	9.5359	9.6641	9.5513	9.6599	9.5823	9.6615	9.9575	9.6727
TCEA2	7.7154	8.2669	10.0829	9.0155	9.2856	8.5674	8.4228	8.0655	8.8909	7.4966	9.113	8.515	7.6699	7.8086	8.1371	7.7818	8.4284	7.5043	7.9556	8.4037
TCEA3	8.7061	10.9215	9.6433	10.5943	10.1053	10.0259	10.537	11.3027	9.7754	9.9683	10.198	9.6618	8.526	7.8892	9.1931	8.6841	9.4908	9.085	9.0707	9.629
TCEA1	11.0502	11.1464	11.318	10.6545	12.0904	11.2825	10.6462	11.1566	10.5419	10.5032	10.1395	10.2549	10.4551	10.3826	10.955	10.2587	10.2681	10.7842	10.8871	10.4889
MGC57346	8.3082	7.679	7.9586	7.5751	6.4924	7.6375	7.9861	7.7944	6.1782	7.3146	7.341	7.3515	7.2829	7.5139	6.9271	7.0993	8.4764	7.5909	7.9131	7.9545
COX4I2	4.193	4.6177	3.9457	4.6298	5.1372	3.9157	4.3129	4.0996	3.5861	5.4947	5.5556	6.932	6.884	6.3008	5.5443	6.6929	6.0566	6.3419	5.4691	6.3449
COX4I1	12.9612	11.0491	11.5082	11.5938	10.7069	11.9907	11.7346	11.0889	12.1106	11.556	12.5302	12.6004	12.0993	12.0727	11.7106	12.042	12.2216	12.4022	11.9346	12.1791
BFAR	10.9608	10.5678	10.3211	10.5314	11.4235	9.9388	10.2506	10.4779	9.9933	10.2414	10.1488	10.0899	10.419	10.3414	10.4042	10.2238	10.4229	10.9258	10.61	10.2322
ZC3H18	9.8306	8.9117	10.0916	8.6695	8.8042	10.0014	9.5422	8.3677	9.7507	9.064	9.6773	9.6877	9.4774	9.1923	8.8159	8.9087	9.3259	8.7538	8.8768	9.3293
TMEM212	1.6013	0	0	2.2726	0.6876	0	0	0.3438	0.3758	1.1996	0.3978	0	0	0	0	1.5615	0	0.4923	0	0.6793
SNORD115-13	0	0	0	0	0.3844	0	0	0.6211	0	0	0	0	0	0	0	0	0	0	0	0
TCEB3B	1.7541	0.5222	0.4974	0.8208	0.3844	1.4373	0	1.0539	0	0	0	0	0	0	0.9501	0.9824	0.9246	1.1506	0.4413	0
SIPA1	8.5827	8.5193	8.4902	8.848	7.9943	8.5819	9.0648	8.7305	9.1807	9.8812	9.6411	9.8535	8.5614	9.2337	8.4666	9.0837	9.0619	8.4642	8.4799	9.3467
CRTAM	2.2416	2.1664	2.9235	4.6073	0.6876	1.6486	3.2378	0.6211	2.7341	7.2362	4.0213	4.1939	3.8317	3.9953	2.8192	3.6114	3.5579	1.1506	2.8954	4.8858
EDA	5.2589	4.3966	8.006	5.554	6.3718	3.6956	5.05	5.4343	5.1624	5.2947	6.6261	7.4524	8.0787	7.3429	7.5246	7.3827	7.5322	7.706	8.0715	7.7099
OR6P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC116	1.6013	1.2069	1.795	0.468	2.6994	0.513	0	1.3864	0.9204	0.7211	1.688	2.811	0.5938	2.6217	2.3768	2.4306	2.8652	3.0566	1.9495	2.4621
CADPS2	9.5757	10.5103	8.6598	11.3212	10.0557	4.969	7.2631	10.395	9.6281	10.317	10.4305	9.7343	8.8606	9.3118	9.8285	9.7129	9.4487	9.0655	10.7646	10.1673
CCDC114	4.5044	6.0535	3.1411	4.8179	6.2613	6.1242	3.1094	4.2902	4.796	3.804	4.9907	4.4135	1.3377	1.8389	4.5174	2.8763	3.6119	0.8586	2.4043	3.0385
CCDC115	9.2738	9.8684	10.1461	10.0815	10.0569	10.0116	9.6514	10.1479	9.4809	9.7954	10.1207	10.1642	10.0726	9.5206	9.5998	9.6184	9.9763	9.4362	10.1799	10.1498
CCDC112	7.4946	7.9533	7.9591	7.615	7.8643	8.3933	7.9448	6.8192	8.6439	7.3552	7.3281	7.1502	7.8367	7.5867	6.9919	7.3442	7.3615	7.634	7.85	7.4295
CCDC113	8.5835	8.6488	8.9001	8.4001	7.6287	9.5755	8.2005	8.2232	7.919	7.9758	8.4416	7.8124	7.989	7.0935	7.7094	8.0092	7.6171	7.4074	8.4347	8.1975
CCDC110	2.6053	6.4049	5.4121	6.4274	5.9123	6.6693	5.1349	7.5274	5.126	4.6618	6.4644	5.2426	4.154	3.209	4.924	4.4898	5.1345	3.9672	6.1378	5.5639
CCDC111	7.4737	8.2599	7.3832	7.4761	8.1276	7.7397	7.6063	8.1742	7.4255	7.6312	7.8165	7.5604	7.7632	8.0031	7.5867	7.7305	7.9316	8.0816	8.1461	7.8972
LEO1	9.3994	10.2542	10.6942	9.5234	9.4936	8.6858	10.2501	10.2648	11.0337	9.8461	9.5933	8.8926	8.4141	8.6567	8.5515	8.7624	8.5612	7.8954	8.8105	8.8403
ATP1A4	0	6.0909	2.8431	3.7292	0.9379	0.8907	4.4518	6.5394	0.9204	7.3264	3.5983	3.1535	3.1106	3.4321	1.7355	2.9691	2.0507	2.4524	3.2063	4.3178
ATP1A3	8.6585	1.8547	7.1052	3.887	1.5017	0.513	9.2351	2.6116	8.2161	6.0619	1.9475	2.9579	1.8261	0.5998	2.0915	1.9736	2.0507	1.9436	3.314	3.6698
ATP1A2	2.6053	4.0618	6.107	7.8123	5.905	0.513	3.9503	5.7259	0	6.5749	6.9562	10.6332	12.3197	12.0047	10.2344	10.2587	9.1671	12.9822	8.0522	8.8145
ATP1A1	14.6955	14.3806	13.3093	13.8308	13.0795	14.1183	14.2144	14.0417	15.018	14.0328	14.2041	13.6275	12.3241	12.7214	13.4511	13.1021	13.7629	12.1365	14.1338	13.9012
KGFLP2	7.0232	7.8125	6.1876	7.9336	7.3331	4.3634	4.7915	6.8407	5.569	6.931	7.2878	6.5892	5.3656	5.5034	6.4791	6.18	6.7014	5.6382	7.1586	5.9716
MGRN1	9.8546	10.6167	10.6218	10.6746	11.3828	10.6862	10.388	11.1937	10.1579	10.7969	9.9886	10.4779	9.7735	9.8029	10.3083	10.1539	10.0231	9.9531	9.7603	10.1236
TCP1	12.9521	11.5383	12.3941	11.6865	12.0912	12.6922	11.2892	11.4869	12.2268	11.752	11.9302	11.7342	11.8504	11.7044	11.8252	11.7252	11.7112	11.9502	12.0808	11.8565
CRTAP	10.8443	11.3923	11.49	12.6557	10.9413	11.1174	12.4946	11.4974	12.1864	11.6791	12.1556	13.2768	14.2196	13.6276	13.1337	13.3772	13.1739	13.3431	13.2905	13.0422
CBLC	7.1327	8.323	8.8443	8.6337	7.6017	9.2053	8.1807	8.5012	0	5.9301	8.1377	7.343	1.8261	1.8389	6.4769	6.042	6.8062	0.8586	6.5606	7.0223
SPHK1	10.6627	7.6277	7.9163	7.8987	4.84	8.2972	7.9504	7.29	9.1552	7.7962	8.7132	8.3461	6.479	6.9695	7.444	7.0873	7.8048	4.9514	7.6642	8.4675
DPT	7.3034	8.5928	8.1531	10.1097	2.7656	8.1263	6.2191	6.314	9.0883	9.8901	10.5861	13.6607	15.8653	13.5654	13.5758	12.7234	12.7809	12.4086	13.439	13.2704
BPESC1	0	0	0.4974	0	0	0	0	0	0	0.4051	0	0	0	0	0	0	0	0	0	0
CUEDC1	7.7814	8.2751	7.425	8.3518	8.4931	9.0478	9.258	8.5087	9.6845	8.3792	8.6337	8.6332	8.8254	8.7786	8.4104	8.5591	8.6702	7.397	7.7576	8.5931
CUEDC2	9.8901	9.5	9.1661	9.8204	9.8192	9.7064	9.71	9.5035	8.1098	9.3443	10.0996	9.9979	9.5989	9.5417	9.2887	9.1717	9.3239	8.9809	8.9233	9.5013
CBLB	9.9472	8.6981	8.8876	9.0597	8.8276	9.1104	8.4362	8.6545	9.2201	9.1198	8.7753	8.7922	9.2429	9.4858	8.9926	9.1983	9.158	9.3543	9.554	9.2352
CPEB4	7.7657	10.8967	9.9336	10.0327	11.5425	8.8735	11.1885	10.6095	9.3296	11.7697	10.1835	9.4532	10.5946	10.354	11.0023	10.2085	10.1517	11.0013	9.8329	9.7437
CPEB1	4.5881	4.0618	5.7132	3.887	0.3844	1.1897	5.787	2.4787	3.5499	4.884	4.9616	5.8148	5.6695	5.5822	5.3602	5.3054	5.9241	6.6116	6.9922	6.5486
ZNF45	7.9352	8.6456	7.971	8.5914	8.3466	7.0594	8.6138	8.7296	8.9811	8.6935	8.5408	8.048	7.9803	8.0963	8.1561	8.3528	8.3709	8.1354	8.4871	8.5909
CPEB3	7.2466	7.8371	7.6278	7.6512	7.3791	7.5284	6.5877	8.193	6.1361	8.0961	7.1937	7.1425	6.9626	7.4573	7.2074	7.6337	8.091	7.634	7.6253	7.8003
CPEB2	7.5214	10.6195	10.4311	10.1657	9.8681	8.4384	10.2174	10.3735	9.8748	10.6094	8.4082	9.0046	9.4281	9.6061	9.7902	9.6184	9.0201	10.1004	9.4567	9.13
BEGAIN	6.2464	2.019	3.7389	3.7292	0.9379	2.3979	2.5408	4.3293	3.2221	5.3982	6.6027	5.7558	2.9296	3.9479	5.0099	4.4898	5.0392	2.8278	5.2009	6.3179
RBMXL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSGEP	8.5439	8.5295	8.4951	9.0335	8.8469	8.2264	7.5056	8.4128	7.574	8.4275	9.0146	8.904	8.3138	8.1549	8.2184	8.0837	8.3999	7.9438	8.2243	8.611
ABAT	8.1825	11.6278	10.9145	11.4576	11.204	5.8949	10.8417	12.2241	8.0831	9.9504	10.2613	9.2772	7.8173	8.0522	9.4928	8.9262	8.0957	8.918	8.8401	9.3626
LOC100129637	8.0279	6.5061	8.5433	6.2499	5.8658	7.7943	6.0442	6.5927	6.6957	7.5018	7.8952	8.0083	7.53	7.2587	7.625	7.031	7.5374	7.1468	7.4474	7.4457
ZNF780A	8.0224	8.9955	8.4069	8.9983	8.4166	6.0702	7.8798	8.4861	9.0089	8.4316	8.2168	7.9765	8.2085	8.4596	8.1678	8.6978	8.2505	8.6333	9.1049	8.5705
ZNF780B	8.3143	8.5665	8.9333	8.7615	9.1102	7.1875	7.921	8.6224	8.0413	8.2236	8.4297	7.7758	7.8334	8.0182	8.1818	8.3571	8.4563	8.8573	9.1327	8.2919
TLN2	9.6513	9.7499	11.3665	10.0619	10.1475	7.6982	9.1651	10.1468	9.7352	9.113	9.8401	11.6517	13.4384	12.0888	12.166	12.4866	12.3353	12.5217	10.6355	11.295
FRG1	8.9252	9.3625	9.3421	9.2128	9.211	9.4679	9.0627	9.0066	9.3462	9.2102	9.6896	9.8179	9.9869	9.8129	9.3497	9.249	9.5024	9.508	9.8101	9.6817
FRG2	0	0	0	0	0	0	0	1.0539	0	0	0	0	0	0	0	0	0	0	0	0
RHEBL1	4.5258	3.0728	3.5489	3.7292	2.6994	4.8023	5.2611	2.7906	4.0678	4.9611	3.5599	3.1535	2.9296	4.4682	1.9244	1.7822	3.9835	3.5327	3.7574	3.9195
ZNF41	8.5387	8.5312	8.2922	8.461	8.4484	7.2373	8.3086	8.6135	8.281	8.0737	7.7501	7.6409	8.3115	8.2237	8.0711	8.264	8.2904	8.3193	8.6229	8.154
IFT80	9.2873	8.9547	9.0682	9.0648	8.8462	9.2788	7.8427	9.0895	8.8125	8.5705	8.9334	8.4123	8.3722	8.72	8.763	8.8818	8.717	9.0399	9.4922	8.8558
FBRS	10.4906	10.574	10.7017	10.5647	11.2472	10.8094	9.769	10.653	9.9265	10.3071	10.333	10.5272	9.8311	9.7837	10.1959	9.5812	9.9111	9.4951	9.3595	9.865
ZNF414	7.4918	7.4223	7.3396	7.7131	7.6811	9.2465	7.1535	7.425	6.9871	7.1065	7.4948	7.7073	6.3205	6.2332	6.7258	6.9817	7.1081	6.1487	6.4644	7.27
IFT88	6.8528	9.4649	8.6302	8.8311	8.191	7.8687	8.1827	9.5268	7.7093	8.2158	8.7307	8.2646	7.6735	7.6584	7.9567	8.0628	7.9008	8.1229	8.4072	8.0854
IL10RA	7.4137	7.5753	6.8563	8.6184	4.0768	7.5679	8.1257	6.7774	6.8928	11.0026	9.3242	9.89	9.7852	10.8992	8.7612	9.994	9.3056	9.1629	8.6098	9.8244
POU5F1B	4.0526	3.3446	4.3174	3.35	5.1119	4.0531	0.4871	3.1814	1.3149	3.7701	4.5374	4.004	2.0197	3.0385	4.4877	1.7822	3.8992	2.0886	2.4987	3.0385
SP1	11.5207	11.9322	11.7549	11.6051	12.1274	11.3916	11.8071	11.8704	12.1048	11.8829	11.2546	11.3384	11.8498	11.6909	11.7749	11.6696	11.779	12.2809	12.2359	11.6788
SLC27A4	9.5182	8.8004	9.0897	9.5917	10.708	9.0124	10.5264	9.1461	10.051	9.3182	9.5974	9.7073	8.7642	9.1086	9.3058	9.2031	8.9589	7.8879	8.2868	8.8068
SP2	8.8133	9.4334	9.7451	9.1353	9.3725	9.8054	9.1931	9.6503	10.2142	9.4484	9.497	9.5004	9.3104	8.8301	9.4645	9.5849	9.6016	9.2817	9.5437	9.7037
OLA1	10.7	11.0776	11.5339	11.2641	10.9757	10.1994	11.1274	11.6642	11.4102	10.7294	11.124	10.6094	10.5185	10.4416	10.6432	10.3957	10.2739	10.5095	11.1356	10.6184
PNOC	1.4303	0.5222	0.4974	1.5439	0	3.3173	1.1406	0.3438	3.3113	4.5059	3.4801	4.9757	1.0131	0	1.518	1.7822	3.1831	0.4923	2.5872	3.3675
CNTF	4.015	3.2813	2.9204	3.115	2.2824	3.4774	3.6607	4.0797	2.4075	3.3596	4.1929	3.4796	3.9862	3.8482	3.5523	4.1366	4.0507	4.1435	4.5351	3.7045
MCM10	9.1381	6.1541	5.6317	6.0136	5.8372	9.968	8.7262	5.8114	8.3963	6.6881	4.9616	3.7853	3.9314	5.6724	4.6028	4.8727	3.9835	3.85	4.5351	4.1569
PDIA5	10.0655	8.655	8.686	9.5406	8.466	8.5128	9.44	8.7222	8.6789	8.2047	9.3511	9.0657	8.4419	8.8925	8.5352	8.9175	8.4471	8.0931	8.6385	9.2186
SP4	7.8466	7.9835	7.5219	7.8049	8.203	8.7315	7.3963	8.4298	7.8831	8.6382	7.2062	6.9672	7.2975	7.388	8.0357	7.623	7.9566	8.1479	8.524	7.9375
TMEM38B	7.367	9.0175	6.7277	9.8662	6.9792	7.2332	4.5038	4.1874	7.302	6.5944	5.9531	6.9628	6.7607	7.1043	6.6741	6.7332	6.3144	7.3183	7.2343	6.6032
THUMPD3	9.8062	10.1153	10.1111	10.577	10.3412	10.0447	10.4862	10.4128	10.7546	9.9729	9.7198	9.6259	9.6763	9.5337	9.8188	9.7857	9.6248	9.7225	9.9445	9.5884
IGFBPL1	2.0183	1.8547	3.5988	0.468	0.6876	0.513	0	1.5278	1.6243	1.7089	1.3714	1.0897	0.5938	1.0221	0.9501	1.5615	0.5351	0.8586	0.4413	0
SP5	1.2363	6.2231	1.795	7.7495	0.6876	0.513	0.8506	9.5451	3.3113	3.8694	4.4974	5.7856	4.4173	4.8237	3.8593	3.6678	4.579	2.9082	5.3602	5.3678
ATG4C	7.692	7.7491	7.241	7.5691	7.4488	7.6803	7.6249	7.4518	7.1258	7.5624	7.7416	7.5995	8.1554	8.1731	7.4688	8.1864	7.9644	8.0995	8.1805	7.8612
