Gene	TCGA.A7.A0CE.01	TCGA.A7.A0CH.01	TCGA.A7.A0D9.01	TCGA.A7.A0DB.01	TCGA.A7.A0DC.01	TCGA.A7.A13E.01	TCGA.A7.A13F.01	TCGA.A7.A13G.01	TCGA.AC.A23H.01	TCGA.AC.A2FB.01	TCGA.A7.A0CE.11	TCGA.A7.A0CH.11	TCGA.A7.A0D9.11	TCGA.A7.A0DB.11	TCGA.A7.A0DC.11	TCGA.A7.A13E.11	TCGA.A7.A13F.11	TCGA.A7.A13G.11	TCGA.AC.A23H.11	TCGA.AC.A2FB.11
DUSP7	8.777	7.8343	8.6196	8.4436	7.8433	9.9594	8.1966	7.9145	8.6578	8.973	9.2696	8.8439	8.9118	9.2594	8.5568	9.2911	9.1761	9.072	9.2828	9.5771
DUSP6	8.9472	11.4063	9.6559	10.1439	8.5577	8.2569	9.3629	8.5651	12.5993	11.1402	11.5593	11.6492	11.8263	11.7565	10.6892	12.168	12.3144	12.7827	11.1498	11.3632
DUSP1	10.0513	11.9529	9.9427	10.7587	10.282	9.1683	11.837	9.4595	10.4957	13.1427	12.9126	13.4127	14.6811	13.8304	13.3236	13.2959	14.5652	13.8443	11.8067	13.1915
DUSP3	10.6298	10.4776	10.5243	10.5939	9.7442	10.3257	11.3083	10.5995	10.7077	12.2624	10.9219	11.2178	11.6109	11.2537	11.2929	11.5409	11.1404	11.1385	10.9031	11.0848
DUSP2	7.4644	5.2671	5.9235	5.225	6.1664	6.3373	6.0889	6.0701	6.6998	9.2445	6.8649	7.7125	5.655	3.8989	6.6741	5.251	9.605	5.4629	5.3348	7.0811
LRRC8E	9.2659	9.3277	9.7677	9.3479	9.6354	7.6953	9.4283	9.3496	8.9415	8.7248	8.71	8.0521	5.5648	5.0198	8.1299	6.8042	7.6626	3.372	7.5139	7.6399
LRRC8D	10.5368	9.5787	9.6843	9.7211	9.5428	9.993	10.0306	9.5755	8.9115	9.2568	9.6599	9.1588	8.4461	8.9805	9.2261	9.1521	9.4169	8.8762	9.9858	9.5115
GBGT1	8.1224	6.5395	5.1861	7.5498	4.1027	8.925	6.7792	6.5814	4.9975	6.4346	7.2768	7.2815	6.9465	8.2276	6.3258	7.1298	7.2251	6.9662	7.1748	7.2896
NKD2	5.4723	6.7875	7.0965	6.9894	4.4436	4.1066	5.4846	4.7457	5.5674	6.489	7.3867	5.0594	2.0197	1.6144	4.9016	3.7222	6.2044	2.7427	4.5789	5.7284
ELN	11.1195	10.7162	8.8195	11.3734	6.7852	9.5921	8.4278	9.6421	8.7424	11.2389	10.8488	11.3736	11.6381	12.602	11.7529	11.8714	11.5439	11.0571	12.2079	11.3613
RBL1	7.9028	6.6439	6.6411	7.0657	8.1544	10.2155	8.906	6.7488	8.8318	7.494	6.1335	5.2426	6.9685	7.3198	7.2913	6.6792	7.1678	7.1836	7.3368	6.6855
ELL	8.7958	8.8666	9.2514	9.0048	8.9332	8.7939	8.2884	9.0028	8.509	8.7025	9.2289	9.1842	8.427	8.5114	8.6146	8.342	8.5071	8.3046	8.1	8.7873
LRRC8B	9.9003	9.4039	9.6544	8.9364	9.1503	9.4912	10.0128	8.8009	10.0807	9.5561	8.8104	8.9887	8.927	8.6382	9.5683	9.3112	9.4736	9.8244	9.3083	8.9302
QDPR	9.0787	10.7952	9.5702	10.9472	9.9099	8.1504	11.0388	9.8954	10.1496	9.4356	10.2066	10.7184	11.1766	10.2901	10.4487	10.7712	10.084	10.8572	9.7174	9.8066
OR51E1	5.5263	4.8752	5.2654	4.5376	4.7357	4.8671	4.8636	4.6251	5.1624	4.5663	3.9928	6.021	7.1859	6.9078	6.4464	7.3953	6.5675	7.3035	5.2424	5.5268
OR51E2	2.8955	2.4226	3.2699	1.8806	3.2552	1.4373	3.7058	3.3043	3.3539	1.8453	1.5384	2.811	2.0197	3.741	2.5008	4.3926	3.0329	3.8087	2.6707	2.4621
SLC8A1	5.9468	7.0896	5.9716	7.6206	4.9645	5.6714	8.3086	6.6861	7.1196	8.8446	7.7287	7.7305	8.859	8.5377	8.6401	8.9058	7.8817	8.573	8.7626	8.7404
RGS7BP	1.4303	0.9048	2.6672	2.5805	1.1513	0.513	1.9302	1.6565	2.6681	5.387	3.8413	3.4302	5.7672	6.0877	5.2585	6.2319	5.7901	7.6042	4.4192	4.9292
RPL26L1	7.4589	7.8697	7.8029	8.3803	8.4672	7.4247	8.6417	7.8637	8.2713	7.6277	8.2137	7.6023	7.145	7.4403	7.2477	7.1096	7.0986	7.1385	7.3839	7.3731
MIXL1	0.4212	0	0	0	0	0	0.4871	0	0	0.7211	0.3978	0.4606	0	0	0	1.5615	0.5351	0	1.2817	1.3239
HDX	5.6188	6.063	4.3174	6.1981	3.3006	5.1706	4.5291	5.5713	5.5214	5.7593	5.7553	5.4799	5.3654	5.7296	5.2229	6.1149	5.5759	5.8963	6.2506	5.5821
HEY2	4.8309	5.8828	6.464	5.8508	4.936	8.3822	5.4585	6.1044	6.1543	6.2271	7.5593	7.7151	5.9327	6.3743	8.1442	7.3003	8.6135	7.7639	7.9763	7.5007
HEY1	6.5581	6.5926	7.2987	7.3697	8.1247	9.3196	7.8348	6.1156	9.1226	8.1012	8.7089	8.7065	8.8399	9.3726	8.4704	9.4066	8.6332	8.7847	7.9701	8.7168
LRRN4CL	4.4383	3.7706	4.3174	5.2687	2.3129	3.9157	4.6949	2.9498	1.4778	5.9301	8.7177	8.9876	9.4639	10.0053	8.5041	10.0686	9.8521	10.2663	9.5221	9.6534
MFSD9	6.516	6.7294	7.7095	6.9226	6.9896	7.7621	7.2441	6.8831	8.2447	7.2969	6.7799	7.1115	7.9539	7.4531	7.4535	7.5194	7.719	7.5829	6.9594	7.1222
XRCC6BP1	6.6776	6.1274	5.9137	6.3482	6.5279	6.1417	6.9899	6.6747	7.5785	6.2882	7.0594	6.6855	7.989	7.0266	7.4107	6.8598	7.925	8.4255	6.8428	7.1772
STX4	9.4188	9.9798	9.2718	10.0023	9.9718	9.3148	8.9825	9.7649	8.6726	9.1105	9.7219	9.9862	9.5731	9.8512	9.2844	8.6807	9.1682	8.4391	8.5226	9.3013
MTF1	9.2009	9.7674	9.7242	9.2569	9.2317	9.0913	8.7693	9.7667	9.7745	9.8178	9.003	9.187	9.5536	9.2894	9.4937	9.4932	9.4598	9.6249	9.5037	9.4239
MTF2	8.9707	8.8639	8.7481	8.9699	8.7541	8.6738	8.76	8.8472	8.7839	8.917	8.6325	8.4153	8.0595	8.2459	8.4222	8.4015	8.6892	8.5637	8.9412	8.8327
TM9SF2	12.9898	12.3775	12.6017	12.8661	11.4918	12.7576	12.0828	12.4982	12.4099	12.6397	11.8679	11.9786	11.9423	11.7888	12.2101	12.1779	11.8396	11.9656	12.4665	12.0923
PRKCQ	7.5027	3.0728	3.0722	2.5805	0.3844	2.7118	1.5888	2.0802	1.9911	7.4966	5.4547	4.9757	4.154	3.4994	3.9049	4.4581	5.3404	3.7663	5.4096	5.8907
LEP	5.7609	0.5222	7.4693	9.0451	0.3844	4.5364	0	4.1874	0.9204	1.3901	9.9488	13.9847	15.2041	12.9577	14.1616	14.8143	13.6759	13.2209	7.2513	11.9432
TAB3	9.2715	10.6993	10.0316	10.1212	10.1625	8.0996	9.6038	10.7994	10.5016	9.9669	9.3782	9.2301	9.6933	9.5247	9.9652	9.7087	9.4971	9.9268	9.8003	9.4327
LOC80054	6.4998	6.3749	7.1266	6.5025	5.8449	7.5049	4.6261	5.4958	3.127	4.2838	7.0034	7.7228	8.054	7.5594	7.0232	6.9479	7.1768	7.6777	5.9668	6.4725
CNTN1	8.1363	7.6524	5.384	7.1883	0.6876	2.8886	5.1835	6.2338	7.3183	7.7149	8.0711	6.7012	6.3657	6.0319	7.7412	8.4201	8.2966	7.9953	9.2175	8.8279
STX6	11.0754	11.0916	10.0815	10.8571	9.777	10.8692	10.9661	10.7533	11.0489	10.5948	9.8187	9.8878	9.9501	9.8493	9.8449	10.0981	9.9443	9.716	10.0572	9.9321
C20orf123	0	1.2069	0.4974	1.5439	0.6876	1.4373	0	0.3438	0.3758	0	0	0.4606	0.5938	0	0	0	0	0	0.7787	0
CSN1S1	0	0	0	0.8208	0	0	0	0	0	0	0	6.2734	3.1106	3.209	2.7207	1.9736	3.942	4.5211	10.7802	1.3239
TBC1D12	7.9629	8.8173	9.4135	8.1152	8.8856	8.174	9.4884	8.7684	8.3056	9.2368	8.8356	8.3149	9.0554	9.7979	8.9511	9.1434	8.7521	9.3161	9.1123	8.9159
HDC	3.2949	3.86	2.4669	4.0954	2.4801	0.8907	2.6371	2.3322	2.7341	7.3058	7.5569	4.9928	5.3109	6.009	6.0496	6.1451	5.0971	6.4125	6.7547	6.567
TSNAX-DISC1	1.0832	0	1.5432	0	0	0	0	0.9831	0	0	0	0	0	0	0	0	0	0	0	1.6826
XYLB	6.467	7.5146	8.1799	7.5067	8.0402	7.2373	8.0203	7.6885	8.2088	6.9751	6.0461	5.7658	6.0811	5.6578	6.824	6.6515	6.9068	6.5813	7.1712	6.4177
TBC1D16	8.7658	8.7805	8.4918	9.5967	8.4294	9.9293	7.9258	10.2348	7.9712	9.5335	8.7002	9.8328	11.2185	10.568	10.2388	10.3677	10.1071	9.9442	8.3981	9.2047
RPL34	13.2701	12.9088	11.5835	13.4167	12.7359	12.5292	12.1824	12.3519	11.4089	13.1624	14.079	13.4613	12.8622	13.193	13.0263	12.4485	13.1494	13.1509	14.436	13.7025
TBC1D14	10.7731	10.9312	10.8029	10.6407	10.816	10.9642	8.4429	11.7093	9.4857	11.0189	11.2467	10.9054	10.9323	10.8432	10.9862	11.2567	11.1686	10.8371	11.2094	11.2667
FBL	11.4592	10.6737	10.7453	11.6872	11.0327	14.3546	11.0347	10.2585	9.981	10.8222	11.8763	11.5588	10.4281	10.4633	10.8376	10.2622	11.2268	10.1009	11.6547	11.5342
MAGEB18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF6B	4.6504	5.2051	6.0383	4.0217	5.3608	2.9968	3.8246	4.4506	4.7782	5.5282	6.2291	5.8172	2.9733	3.7702	3.4783	3.9888	4.3415	4.3704	3.8354	5.0775
RPL35	12.0938	11.9962	11.2023	12.8472	12.2897	11.7212	12.0725	11.7584	12.0489	12.4151	13.2339	13.0649	12.1924	12.0786	11.7833	11.9862	12.6857	12.2198	12.6713	12.7306
AUTS2	10.7514	10.6055	9.6018	12.274	10.8979	11.0726	8.5441	12.944	9.3095	11.2879	11.3043	10.3402	9.2441	9.4058	10.4342	9.9661	10.5041	9.6709	10.9733	11.1052
PLA2G1B	0.7467	2.019	0	0	0.3844	0.513	0.4871	0	0.9204	0	1.1826	0	0	0	0	0.5733	0.5351	0	1.052	0
MAP2K5	8.6193	8.2771	10.7194	8.492	8.3614	7.9482	8.9453	8.5087	7.7155	8.5598	8.5868	8.7737	8.5865	8.817	8.4005	8.4586	8.8139	9.0622	8.7685	8.8591
NUMA1	11.7432	13.4292	13.8499	13.171	14.7842	12.5575	12.9399	13.6359	13.5153	13.5486	13.4394	13.3309	12.9687	12.8177	13.5316	12.5675	13.2323	12.6134	12.7595	13.2092
MAGEB10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C21orf67	6.6388	5.5347	5.8838	4.931	5.0732	8.2569	5.5479	6.6323	6.4818	6.0193	6.0252	5.7757	5.134	4.5339	5.5586	5.5801	5.8133	5.0849	5.515	5.7924
ARFGAP1	10.1989	9.863	11.4685	10.8784	11.4682	10.8325	9.6053	10.238	10.3378	9.5831	10.3591	10.2221	9.4302	9.6586	10.0219	9.1521	9.6436	8.4808	8.9233	9.6262
C21orf63	8.2675	7.5554	7.3758	8.2682	6.3341	9.2373	6.0457	8.3759	6.8338	9.7159	9.7541	9.1711	8.0429	7.9233	8.9727	8.5572	9.5237	8.2497	9.3906	9.427
C21orf62	0.4212	2.019	0.8666	1.104	1.6494	1.6486	0	0.6211	0	1.5583	1.8236	1.7034	2.7226	2.3572	2.9981	3.0563	2.0507	3.1254	2.9632	2.2954
GPR52	0	0	0.4974	0	0.6876	0.513	0	0.6211	0.9204	0.4051	0	0.4606	0	0.8759	0	0	0	0	0	0
HSPA1A	13.5892	13.5783	13.4198	14.4061	14.5136	14.6744	12.9278	13.2438	13.3962	13.1249	13.6108	13.5614	12.8775	12.8827	12.9742	11.961	12.1332	11.0523	11.8742	13.7086
BMP10	0	0	0.4974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IKBKAP	9.962	10.4382	9.685	10.6156	10.2183	9.7341	10.0367	10.7944	10.6776	10.3001	9.9649	9.7483	9.8511	9.8728	9.9483	10.0673	10.0435	10.3145	10.2783	9.9512
GPR56	12.5898	10.1333	11.8246	10.4046	10.5398	12.7608	11.9894	10.4301	11.8704	10.9769	11.7136	11.3445	10.0325	10.2835	11.2441	11.2512	11.5858	10.8623	11.5396	11.5667
BMP15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3793
FAM83C	0	0	3.4437	0	0.3844	0.513	0	0.3438	0.3758	0.4051	1.688	3.0261	3.1106	0.5998	2.3768	0.5733	0	0	0	0.6793
FAM83B	7.1362	7.4441	5.3981	4.7579	0.3844	8.8709	5.6553	6.0231	9.9078	5.6702	5.3463	3.9347	3.1106	2.0331	4.7846	5.2324	6.0468	0	6.6862	5.831
FAM83A	9.7282	1.2069	8.4312	4.2486	3.5084	7.9051	2.0748	1.8838	8.5747	3.237	5.9968	4.7115	3.8317	2.6217	4.2255	3.0563	2.7734	0	5.7247	3.7686
PCDH7	6.8099	8.6752	8.843	8.3552	3.8512	6.6571	7.4701	8.0154	7.9418	8.1315	8.3121	8.2787	8.8575	6.5353	8.4242	8.0915	7.3888	6.1733	10.4952	9.2237
FAM83G	7.8092	7.2243	7.9989	6.375	7.6314	9.6397	7.1777	7.9689	5.9871	5.7662	6.2462	6.4432	5.8202	5.3096	6.8296	5.6796	6.7471	4.9008	5.7821	6.306
FAM83F	7.656	7.7046	8.1426	6.804	8.4075	7.8286	8.4528	7.9728	9.4357	7.8729	8.3264	7.3987	6.2353	5.2716	7.1085	6.2035	7.1174	4.6668	6.8871	6.9469
FAM83E	7.1466	7.4938	3.647	8.3382	7.1869	6.3749	3.9123	7.7885	0.3758	8.1888	7.5447	5.2568	1.6025	0	6.3914	2.7771	4.8274	0	4.3193	5.4395
FAM83D	9.3892	7.1661	6.1988	7.7444	7.7192	9.461	8.1687	6.5724	9.6057	6.4252	5.6314	4.6695	4.5486	6.0877	5.7828	4.2519	3.8551	3.7663	4.4667	4.3816
C12orf70	2.3414	1.4565	1.1603	0.8208	0.3844	3.4359	0.4871	0.3438	1.4778	0.7211	0.3978	1.0897	1.3377	0	0	0.5733	0.5351	1.1506	0.4413	0.6793
C12orf71	0.4212	0	1.6128	0	1.1513	0	0.8506	1.0539	0.3758	0	1.8236	0.4606	0	0	0	0	0.9246	1.3933	1.9495	0.9275
C12orf72	4.8815	6.8488	6.5038	6.2928	6.9931	5.9052	6.4684	6.8192	6.4866	6.3179	6.153	6.2522	6.3478	6.0205	6.2747	6.8229	6.1956	6.569	6.4586	6.2107
C12orf73	7.1807	6.4631	7.5057	6.2499	8.2928	7.3511	7.2669	6.5805	6.83	6.364	7.0211	6.7872	6.5097	5.8634	6.8181	6.2689	6.6408	6.5813	6.6403	6.3449
C12orf74	0	0	0	0	0	0	1.1406	0	3.5499	3.08	1.1826	0	0	0	0	0	0	0	0.4413	0.3793
C12orf75	5.4833	7.6014	7.1095	7.2549	9.1495	5.505	10.4679	6.556	10.5382	8.0332	8.6057	7.9283	6.5016	7.8703	8.4985	8.2934	7.3811	6.4731	9.567	8.8106
C12orf76	5.9547	7.8121	6.936	7.1958	8.6744	6.3065	6.6639	7.091	7.4567	7.0894	7.457	6.8915	6.2353	6.6262	6.8765	6.5119	6.9176	6.1733	7.3715	6.9009
C12orf77	0	0	0	0	0	0	0	0	0.3758	0	0	0	0	0	0	0	0.5351	0	0.4413	0
ATP7A	8.6861	9.8691	9.4039	9.3522	10.1591	7.6221	8.3483	9.6633	9.648	9.8001	8.9127	8.791	9.0471	8.7718	9.598	9.3299	9.0872	9.414	9.6477	9.1553
DGKQ	7.9411	8.6107	9.4522	7.9903	8.3958	8.4097	8.4823	8.8731	8.1221	8.319	8.1762	8.4529	7.4937	7.3924	7.7317	7.6791	7.9143	6.952	7.1052	7.6995
C8orf4	7.4279	11.1257	7.6722	6.9453	7.7213	5.6346	10.2779	6.788	7.5375	11.5866	10.3454	9.4996	8.9179	7.9507	9.6609	9.0295	10.4356	7.7746	8.458	9.0206
VKORC1L1	10.8719	10.4396	11.0707	10.9218	10.7125	11.062	10.5648	10.3641	10.6201	10.5486	10.0887	12.2745	13.538	12.4237	12.4976	13.0367	12.7428	13.0456	10.8287	11.1809
DGKK	0	0	0	0	1.7834	0	0	0	0	0.98	0	0	1.0131	0	0	0.5733	0.9246	0	0	0
DGKH	5.9859	5.7835	4.7515	5.9071	2.9479	6.0236	3.4647	7.5771	7.8703	6.4468	4.7395	4.1333	5.6695	4.9967	5.819	6.0841	5.1888	6.5377	6.2708	4.181
DGKI	3.2949	2.4226	3.4973	2.9813	1.9059	2.9695	2.4377	3.9317	4.7328	3.6998	2.9386	4.6695	6.6109	4.3994	5.6008	5.5504	4.8274	4.9773	6.5329	3.8906
DGKB	0	1.8547	1.6128	0.8208	1.3371	0	1.3821	0	0.3758	0.98	2.8776	1.8611	2.4809	2.2042	1.518	2.6706	2.0507	2.9082	3.1492	2.0025
SYNRG	10.2427	10.3441	9.8074	10.0184	10.1782	9.7542	9.9701	10.3159	9.1911	10.5937	9.9027	9.6805	10.1708	9.9553	10.1164	10.179	10.2781	10.6198	10.4139	10.1681
ATP7B	5.1111	9.3558	8.277	8.9454	8.1544	6.6873	8.4936	8.8497	9.5677	8.8395	7.569	7.7356	7.9148	7.2821	8.2341	7.8657	8.0476	8.2047	7.9005	7.2417
DGKG	4.8136	3.0728	3.6937	3.1774	1.7834	2.9695	3.5162	2.4073	5.076	4.5663	4.9468	4.648	5.1547	5.9858	5.4855	5.4249	4.5516	5.3667	5.0058	4.9574
DGKD	10.6534	10.036	9.4898	10.3741	10.1922	9.7399	7.5922	10.906	10.605	10.5	9.8426	9.5175	9.111	8.8301	9.7518	9.5077	9.1783	9.2042	8.7791	9.275
DGKE	7.7385	6.8324	7.6981	6.9719	9.2821	8.2809	8.0292	7.2676	9.834	7.4731	7.792	7.343	7.9745	8.1072	8.7188	7.7625	8.3884	8.5212	8.0207	7.5031
ICK	9.4408	9.7227	10.1612	9.6031	10.0209	9.7846	9.5399	9.9435	9.3948	9.5329	9.4102	9.3143	10.1117	9.7684	10.0258	9.8746	9.9451	10.2615	10.3402	9.9534
LOC283761	1.4303	0	0.4974	0	0	0.8907	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM106C	12.0726	10.4536	9.8343	10.8181	9.9403	9.3254	11.8222	9.956	10.79	10.5382	10.7249	9.9995	9.3058	9.6994	9.6534	9.8991	9.9555	9.4413	10.8064	10.5078
CNP	11.2478	10.9944	10.7989	10.5457	10.8542	11.1033	10.9862	11.0151	10.5949	10.7438	11.3167	11.2728	10.7582	10.8697	10.7375	10.9232	10.5433	10.5553	10.5028	10.9564
METT5D1	8.2256	9.1706	8.384	8.8848	9.5094	7.9256	8.4177	8.7737	8.4829	8.4451	8.3106	7.9679	7.5574	8.0096	8.1347	7.804	8.1354	8.4725	8.3996	8.2654
SRP72	11.698	11.4395	11.799	11.2419	11.8938	11.951	11.847	11.828	11.8392	11.6213	10.9995	10.9243	11.0869	10.9813	11.396	11.1659	11.2003	11.1859	11.7252	11.2868
SUV39H1	8.6597	7.7016	7.425	8.0644	7.6442	7.6407	8.6197	7.6998	8.181	7.8868	7.8227	7.9483	7.6518	7.4908	7.6028	7.3003	7.6171	7.706	7.2239	7.7488
ZNF169	5.6677	6.0535	6.0722	6.4963	6.1479	6.8187	5.2151	6.5226	5.4739	6.3295	6.2939	6.0459	6.0919	6.0205	6.0995	5.9986	6.7532	6.4397	6.7403	6.0822
PTGIS	7.5134	8.6441	7.7734	9.3856	6.0648	9.2835	7.5862	6.4221	6.4279	8.9286	10.2535	11.7597	11.6804	13.0776	11.4116	11.5374	11.1817	11.3271	13.0168	11.9897
PTGIR	4.271	4.4835	5.1697	4.7579	3.9963	5.3774	4.9221	4.006	3.4747	5.4632	5.3687	5.4799	5.5014	6.4528	4.5174	6.4649	5.1159	5.3087	4.4667	5.808
TMPRSS3	12.4391	9.7594	6.2069	8.9831	2.0189	11.1171	4.478	9.9375	1.7572	10.8389	9.1705	8.1755	3.5475	0	7.3336	6.8778	9.1626	0	8.3609	8.6121
NEK5	0	5.9248	3.7389	4.949	4.7845	3.4917	3.9503	6.7196	1.4778	5.6975	3.5983	2.361	1.6025	1.0221	3.6069	2.5556	1.4834	0.8586	2.8243	2.8707
TCERG1L	1.4303	2.7376	2.5705	0	7.9469	0	1.7696	1.2298	1.4778	0.4051	1.1826	2.811	0.5938	0	4.6571	1.5615	0	0	1.4798	0.9275
CLTCL1	5.9547	4.2052	4.9179	4.7373	2.3129	3.7877	4.7171	4.2499	8.2616	5.0199	5.7638	6.7322	7.626	7.1678	6.536	7.8134	7.3888	7.8375	6.7595	6.5532
RTEL1	7.5501	7.8797	10.282	8.4232	9.526	8.0943	8.3163	8.492	8.6791	7.4855	8.4739	8.4101	7.9466	7.8397	8.1846	7.9464	8.3847	7.7355	7.1049	7.7326
NPM1	12.4358	12.8857	13.5408	13.5812	13.5482	12.5385	13.2877	12.8938	13.3783	13.2102	13.5035	12.8862	12.4979	12.6525	12.8695	12.1534	12.8746	12.7507	13.6829	13.1834
NCRNA00085	5.2589	4.8094	7.0789	5.8603	6.4891	5.9357	3.9503	4.7312	3.7224	6.2083	6.6537	5.9081	6.5178	6.2232	6.0493	5.7726	6.2562	5.5902	5.2149	5.9758
NCRNA00086	6.8986	2.4226	6.6351	5.6887	5.6216	2.7118	3.6141	4.4761	2.1924	6.0759	8.1393	6.7219	5.7939	5.5666	6.5215	6.6724	7.2763	5.773	7.4825	7.5731
NCRNA00087	7.915	3.6753	4.1602	4.1893	5.7982	3.4917	3.1094	3.0931	2.6681	5.2585	6.6027	6.0042	6.302	4.7972	6.1477	5.6518	6.3305	5.7071	5.6547	6.4577
HSPA13	10.2683	9.9673	9.5988	9.455	9.9827	10.3692	9.3523	9.9244	9.4101	9.7335	9.0599	9.0977	9.28	9.6391	9.9503	9.5317	9.2619	9.4983	9.5065	9.457
ZCRB1	9.9161	9.8852	10.5432	9.6792	10.003	9.4318	10.318	9.9308	10.0551	9.8333	9.8668	9.8894	10.2586	9.5576	9.794	9.5968	9.6256	9.9789	9.8374	9.6901
FLJ40292	1.0122	0.9048	1.1603	0.8208	0.9379	1.8328	0.8506	1.0539	0.6736	0.4051	0.7092	0	0.5938	0	0	1.9736	1.2309	0.8586	0.4413	0
VSNL1	6.0165	5.8721	5.2023	5.5774	1.3371	8.3841	4.7389	4.7885	4.487	6.2457	8.3561	6.1412	3.7247	3.2873	6.4844	5.4412	7.1267	2.2203	8.3371	7.8631
SMU1	11.0347	10.9504	11.0375	10.9043	10.7032	11.4294	10.4724	10.8446	11.129	10.9722	10.777	10.6039	10.9221	10.4982	10.6297	10.566	10.4866	10.7665	11.043	10.9439
PEMT	8.8274	7.4038	8.4618	8.492	8.6668	8.9465	8.2791	7.7384	7.7794	7.5197	8.7079	11.4126	11.2514	9.2679	9.849	11.0381	10.9836	8.9516	8.1298	9.9459
HSPA14	9.7207	8.9694	9.2009	8.7905	9.1402	10.108	9.1252	9.0261	9.0773	8.8797	8.5347	8.1508	8.4608	8.0689	8.8055	8.4725	8.6052	8.5544	8.5449	8.3934
RHCG	6.878	0.5222	6.8917	2.2726	0	9.454	0	0	2.2834	1.3901	5.8772	6.9231	5.5492	5.6724	5.2585	1.5615	3.3826	3.372	6.1157	4.3607
MXI1	9.8371	10.3334	9.9171	9.7763	11.9383	10.0878	8.9252	9.7145	8.3615	10.1517	10.6635	10.1336	10.3799	10.2697	10.6084	9.8351	10.6028	10.7892	11.4421	10.754
RHCE	4.9778	4.3966	5.5453	3.552	5.4808	5.647	3.7495	5.6963	3.9349	1.3901	3.1075	3.1535	1.8261	0	3.992	2.9691	3.811	0.8586	2.9632	2.5388
RUVBL2	10.5384	10.3761	10.3207	11.1098	11.2155	10.5596	10.8815	10.5737	10.1321	10.3316	10.559	10.4037	9.4815	9.4889	9.9672	9.3223	9.7139	8.9144	9.4089	10.0268
AKR1D1	0.7467	0	0	0	0.3844	0	0.4871	2.8456	0.9204	0.4051	2.3581	7.6837	0	0	0	1.5615	0	0.8586	1.6539	1.1393
PKD2	8.9649	8.7071	9.93	8.7306	8.4114	8.5494	8.0114	7.7128	9.2042	9.3735	10.1338	10.1408	11.1497	10.8953	10.5011	10.6045	10.4556	10.8126	11.0996	10.622
TMEM25	8.3582	11.0314	10.4884	10.2777	10.1683	9.2116	10.5381	11.5592	10.0695	9.6912	10.308	9.8745	7.2834	7.0935	8.9511	8.7543	9.341	8.0693	9.4051	9.7412
PDE2A	6.923	5.2833	8.843	8.0225	6.0383	5.0641	6.8001	6.5886	5.2665	8.5832	9.365	10.7566	11.3719	11.3437	10.8728	11.0732	10.8262	11.8356	10.2846	10.7447
DGCR11	4.898	5.0373	5.4669	3.887	4.4436	4.2101	6.1309	4.4934	5.6805	5.6518	4.9468	4.648	5.5648	4.7972	4.9676	4.7733	4.8274	4.469	4.4899	4.5941
DGCR10	2.2416	1.2069	1.4042	1.104	0	1.1897	1.5888	2.0802	1.3149	1.1996	0.9652	0	0	0	0.5519	0.9824	0.9246	0.4923	1.2817	0
C1orf95	3.2949	1.6693	7.8577	3.9949	7.5881	2.276	1.1406	2.5467	5.0632	5.8102	5.7888	5.1231	5.0027	5.5666	7.4419	6.042	6.424	5.3667	5.4691	5.831
C1orf94	0	0	0	0.468	0	0	0	0.6211	0	0.4051	0.7092	0	0	3.5637	0	0.5733	0	0	0	0
C1orf93	9.3953	9.5641	10.8614	10.128	10.116	9.0478	9.9397	10.3321	10.0236	10.9825	9.9483	9.3919	8.2402	8.8341	9.3485	8.898	8.9498	8.0479	8.7491	9.49
DGCR14	8.667	8.2339	8.5968	7.78	8.2282	8.4975	8.602	8.1404	8.8412	8.2743	8.8506	8.5874	8.0949	8.1152	7.9782	7.9421	8.4545	7.6072	7.6917	8.2195
C1orf91	7.7241	7.1213	7.7328	6.9936	7.6296	7.8068	6.8206	6.9654	6.8181	6.8328	7.7196	7.3083	7.0316	6.9718	7.0521	6.9704	7.3154	6.9038	6.8338	6.8443
DENR	10.4429	10.8582	10.8606	10.6021	11.7726	10.0499	10.5556	10.8877	11.6396	10.5313	10.6199	10.189	10.0815	10.0931	10.6449	10.2804	10.0775	10.2144	10.6293	10.3522
AHNAK2	10.1337	10.0149	9.6901	10.2251	10.7574	12.6931	8.2005	11.7337	10.0502	9.0544	9.8067	10.798	11.2877	11.6602	10.8	10.2001	10.6276	9.4738	12.1193	11.0248
ANXA8L1	0.6782	0	0	0	0	4.2276	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FKSG73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPN18	10.3255	10.9747	10.2835	10.4559	10.1793	10.2664	10.1522	11.486	10.4498	10.7299	11.043	11.0212	10.3766	10.8322	10.4259	10.5407	10.7443	10.1985	10.8201	10.917
