logFC	AveExpr	t	P.Value	adj.P.Val	B
KEGG_GRAFT_VERSUS_HOST_DISEASE	0.0172261057898518	0.00398776107444669	0.130807609632092	0.896832877951817	0.96779855313863	-5.90751643786532
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	-0.0142229414216055	-0.00387343214952331	-0.119422472735988	0.905766098230522	0.96779855313863	-5.90888429711486
KEGG_TIGHT_JUNCTION	-0.0129286250112255	0.00935174295055459	-0.118712079853287	0.906323928849935	0.96779855313863	-5.90896552570357
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	-0.015453124389973	0.00434144392372455	-0.117401402498629	0.907353255759648	0.96779855313863	-5.90911412211471
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	-0.014290887741989	-0.029531629268733	-0.113287097110279	0.910585438712006	0.96779855313863	-5.90956986964378
KEGG_LONG_TERM_DEPRESSION	0.0122091344060338	0.0175902335389709	0.111924694542712	0.911656083259156	0.96779855313863	-5.90971720552583
KEGG_ERBB_SIGNALING_PATHWAY	-0.0126524105806022	-0.0526092867468003	-0.106954609904018	0.915563242339694	0.96779855313863	-5.91023959166252
KEGG_LONG_TERM_POTENTIATION	0.0120447122050953	-0.0140596852285836	0.103081266480598	0.918609709071585	0.96779855313863	-5.91063026873906
KEGG_INSULIN_SIGNALING_PATHWAY	0.011870060834371	-0.0452837137857304	0.10056578219187	0.920588867619672	0.96779855313863	-5.9108762765111
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.00373888937821196	-0.0586976441760111	0.0312999219318827	0.975245293364244	0.996062126875774	-5.91526337853988
KEGG_BASAL_CELL_CARCINOMA	-0.00314605024697124	-0.0245943632082358	-0.02694490371195	0.978688689436305	0.996062126875774	-5.91538523524779
KEGG_HEMATOPOIETIC_CELL_LINEAGE	-0.00291331169023404	0.00690600006456632	-0.0254246733281539	0.979890796701665	0.996062126875774	-5.91542348188615
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	-0.0027326160832279	-0.0646299732316112	-0.0231005746743323	0.981728646854645	0.996062126875774	-5.9154776605967
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0.00296440241718746	0.0471245705050686	0.0209736028931443	0.983410702784397	0.996062126875774	-5.91552269598873
KEGG_GNRH_SIGNALING_PATHWAY	0.00107477955827362	-0.0155961104266312	0.00995188522594445	0.992127986518119	0.996062126875774	-5.91568644449309
KEGG_RENAL_CELL_CARCINOMA	0.000882532081178403	-0.0636774292780739	0.00749640893699868	0.994070242288557	0.996062126875774	-5.91570702723845
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.000627056150534586	0.104159800059669	0.00497823837398771	0.996062126875774	0.996062126875774	-5.91572211860605
